날짜,시간,발전량(kW),예측된발전량(kW)
2023-09-15,22,44856.726,0
2023-09-15,23,268439.226,422718.5
2023-09-16,1,607919.535,0
2023-09-16,2,887314.926,0
2023-09-16,3,1032463.828,0
2023-09-16,4,1102383.395,0
2023-09-16,5,1231447.983,15453.626
2023-09-16,6,1421814.96,78633.24
2023-09-16,7,1470147.005,181099.8
2023-09-16,8,1054348.445,203122.62
2023-09-16,9,939848.652,254288.86
2023-09-16,10,712838.635,291377.12
2023-09-16,11,550001.854,537139.25
2023-09-16,12,441557.003,507462.72
2023-09-16,13,349538.552,0
2023-09-16,14,112223.797,0
2023-09-16,15,20011.315,0
2023-09-16,16,521.292,0
2023-09-16,17,1.776,0
2023-09-16,18,12.288,0
2023-09-16,19,0.04,0
2023-09-16,20,0.072,0
2023-09-16,21,367.806,0
2023-09-16,22,69553.817,0
2023-09-16,23,208496.91,0
2023-09-17,1,448379.828,350726.25
2023-09-17,2,667493.746,9983.412
2023-09-17,3,813741.993,0
2023-09-17,4,749116.255,0
2023-09-17,5,861846.535,0
2023-09-17,6,942496.848,0
2023-09-17,7,807649.203,0
2023-09-17,8,804572.352,0
2023-09-17,9,719113.704,112959.32
2023-09-17,10,680562.705,346421.22
2023-09-17,11,536215.566,319198.06
2023-09-17,12,371318.346,233648.38
2023-09-17,13,121300.814,293426.66
2023-09-17,14,37350.572,0
2023-09-17,15,15927.227,0
2023-09-17,16,213.208,0
2023-09-17,17,0.672,0
2023-09-17,18,13.008,0
2023-09-17,19,0.04,0
2023-09-17,20,0,0
2023-09-17,21,343.988,0
2023-09-17,22,23624.947,0
2023-09-17,23,84936.835,0
2023-09-18,1,247629.245,0
2023-09-18,2,440797.498,286717.4
2023-09-18,3,551550.763,60092.914
2023-09-18,4,553015.813,0
2023-09-18,5,449076.616,58496.977
2023-09-18,6,302402.088,128542.7
2023-09-18,7,209781.305,223932.86
2023-09-18,8,133416.481,330882.66
2023-09-18,9,487732.688,492378.78
2023-09-18,10,304869.164,636662.6
2023-09-18,11,99502.964,741761.3
2023-09-18,12,31721.144,732280
2023-09-18,13,12721.365,526593.44
2023-09-18,14,5139.748,232866.81
2023-09-18,15,1372.54,0
2023-09-18,16,0.04,0
2023-09-18,17,0,0
2023-09-18,18,0,0
2023-09-18,19,0,0
2023-09-18,20,0,0
2023-09-18,21,58.045,0
2023-09-18,22,6987.093,0
2023-09-18,23,95377.421,0
2023-09-19,1,332758.777,0
2023-09-19,2,534958.536,0
2023-09-19,3,648891.176,0
2023-09-19,4,655895.271,0
2023-09-19,5,558270.403,0
2023-09-19,6,465044.596,0
2023-09-19,7,431874.978,0
2023-09-19,8,531642.527,52835.47
2023-09-19,9,883359.622,41173.73
2023-09-19,10,739402.382,83987.516
2023-09-19,11,457587.007,133921.1
2023-09-19,12,215182.894,270998.53
2023-09-19,13,118529.054,313133.03
2023-09-19,14,28355.361,378399.78
2023-09-19,15,232.763,479099.75
2023-09-19,16,0,0
2023-09-19,17,0.192,0
2023-09-19,18,11.52,0
2023-09-19,19,0,0
2023-09-19,20,0,0
2023-09-19,21,57.468,0
2023-09-19,22,37692.641,0
2023-09-19,23,251788.27,0
2023-09-20,1,579405.953,0
2023-09-20,2,876113.25,0
2023-09-20,3,1089754.649,0
2023-09-20,4,1233002.246,593367.44
2023-09-20,5,1372907.993,469165.44
2023-09-20,6,1610477.752,34080.215
2023-09-20,7,1637072.532,0
2023-09-20,8,1430350.583,0
2023-09-20,9,1208483.277,0
2023-09-20,10,874474.241,0
2023-09-20,11,596846.387,0
2023-09-20,12,485844.311,0
2023-09-20,13,419480.151,0
2023-09-20,14,196768.297,27850.252
2023-09-20,15,27383.822,0
2023-09-20,16,1019.631,0
2023-09-20,17,164.236,0
2023-09-20,18,13.104,0
2023-09-20,19,0,0
2023-09-20,20,0.04,0
2023-09-20,21,93.101,0
2023-09-20,22,41132.748,0
2023-09-20,23,272306.477,0
2023-09-21,1,656276.523,0
2023-09-21,2,995632.299,0
2023-09-21,3,1140840.725,0
2023-09-21,4,1243991.346,0
2023-09-21,5,1305838.395,178609.9
2023-09-21,6,1548568.712,248925.28
2023-09-21,7,1614301.841,295487.6
2023-09-21,8,1367547.855,176835.52
2023-09-21,9,1135501.045,44080.13
2023-09-21,10,832689.562,0
2023-09-21,11,604989.708,0
2023-09-21,12,476141.07,59295.7
2023-09-21,13,397076.349,184754.19
2023-09-21,14,157472.705,365921.6
2023-09-21,15,24233.767,385296.22
2023-09-21,16,1050.545,386079.94
2023-09-21,17,176.368,335740.12
2023-09-21,18,27.552,0
2023-09-21,19,0.04,0
2023-09-21,20,0,0
2023-09-21,21,94.78,0
2023-09-21,22,48030.535,0
2023-09-21,23,241540.247,0
2023-09-22,1,557620.771,0
2023-09-22,2,860792.134,0
2023-09-22,3,1041518.334,0
2023-09-22,4,1167480.873,0
2023-09-22,5,1193828.918,0
2023-09-22,6,1358214.15,293816.34
2023-09-22,7,1402369.433,215793.19
2023-09-22,8,1114208.516,241889.61
2023-09-22,9,944913.713,247485.55
2023-09-22,10,709136.335,330421.12
2023-09-22,11,560993.602,396998.25
2023-09-22,12,466146.059,383510.47
2023-09-22,13,347865.525,425118.6
2023-09-22,14,86406.87,266322.44
2023-09-22,15,19948.693,358026.44
2023-09-22,16,948.465,223123.98
2023-09-22,17,168.548,0
2023-09-22,18,12.288,0
2023-09-22,19,0,0
2023-09-22,20,0.04,0
2023-09-22,21,4.12,0
2023-09-22,22,15185.988,0
2023-09-22,23,71259.062,0
2023-09-23,1,180437.27,0
2023-09-23,2,415406.461,0
2023-09-23,3,671879.585,0
2023-09-23,4,900018.417,0
2023-09-23,5,856984.332,0
2023-09-23,6,959588.383,0
2023-09-23,7,872242.151,0
2023-09-23,8,759022.623,0
2023-09-23,9,770681.381,0
2023-09-23,10,633183.618,0
2023-09-23,11,536681.537,20436.564
2023-09-23,12,413476.863,45312.32
2023-09-23,13,200395.632,148623.81
2023-09-23,14,38134.487,0
2023-09-23,15,9239.265,0
2023-09-23,16,266.779,300843.6
2023-09-23,17,0.648,498736.53
2023-09-23,18,12.336,506742.78
2023-09-23,19,0.04,404729.22
2023-09-23,20,0,0
2023-09-23,21,8.367,0
2023-09-23,22,6959.09,0
2023-09-23,23,84199.416,0
2023-09-24,1,242700.407,0
2023-09-24,2,292280.38,0
2023-09-24,3,351449.338,0
2023-09-24,4,456490.866,0
2023-09-24,5,449395.579,0
2023-09-24,6,552361.065,0
2023-09-24,7,560090.386,0
2023-09-24,8,439130.646,218051.86
2023-09-24,9,639574.878,216629.5
2023-09-24,10,436882.462,102430.44
2023-09-24,11,163331.316,1733.87
2023-09-24,12,56094.021,86335.88
2023-09-24,13,17687.682,428246.16
2023-09-24,14,5048.139,612809
2023-09-24,15,816.346,697459.44
2023-09-24,16,32.776,658854.75
2023-09-24,17,0,600789.1
2023-09-24,18,0.04,454143.28
2023-09-24,19,0,193774.47
2023-09-24,20,0,0
2023-09-24,21,5.476,0
2023-09-24,22,2560.943,0
2023-09-24,23,39797.675,0
2023-09-25,1,123608.229,0
2023-09-25,2,234788.776,0
2023-09-25,3,226756.895,0
2023-09-25,4,302867.491,0
2023-09-25,5,367031.537,0
2023-09-25,6,372398.218,0
2023-09-25,7,301481.976,0
2023-09-25,8,353604.245,0
2023-09-25,9,593330.952,0
2023-09-25,10,341627.94,0
2023-09-25,11,66204.683,0
2023-09-25,12,16737.396,0
2023-09-25,13,4854.281,0
2023-09-25,14,134.92,0
2023-09-25,15,345.64,46033.746
2023-09-25,16,0,163018.11
2023-09-25,17,0.04,268034.1
2023-09-25,18,0,334742.22
2023-09-25,19,0,322845
2023-09-25,20,0,303169.94
2023-09-25,21,50.604,0
2023-09-25,22,25084.831,0
2023-09-25,23,178599.08,0
2023-09-26,1,461153.76,0
2023-09-26,2,723346.828,0
2023-09-26,3,918895.848,0
2023-09-26,4,1039973.014,0
2023-09-26,5,1243148.755,0
2023-09-26,6,1351903.467,0
2023-09-26,7,1385241.771,0
2023-09-26,8,1350167.154,0
2023-09-26,9,1145588.776,0
2023-09-26,10,838935.559,0
2023-09-26,11,576765.744,0
2023-09-26,12,485085.501,0
2023-09-26,13,408392.915,0
2023-09-26,14,161510.987,0
2023-09-26,15,22059.359,0
2023-09-26,16,969.732,73472.84
2023-09-26,17,262.824,265585.22
2023-09-26,18,48.876,364743.34
2023-09-26,19,99.028,416632.1
2023-09-26,20,6,414532.38
2023-09-26,21,35.86,322599.7
2023-09-26,22,15880.518,263910.72
2023-09-26,23,138979.685,0
2023-09-27,1,335523.106,0
2023-09-27,2,674212.25,0
2023-09-27,3,1022836.935,0
2023-09-27,4,1211728.514,0
2023-09-27,5,1292383.144,0
2023-09-27,6,1502643.466,0
2023-09-27,7,1479446.608,0
2023-09-27,8,1314533.207,0
2023-09-27,9,1125370.387,0
2023-09-27,10,832127.016,0
2023-09-27,11,594611.146,163010.36
2023-09-27,12,486599.413,141748.86
2023-09-27,13,412784.399,0
2023-09-27,14,159203.266,0
2023-09-27,15,22515.953,0
2023-09-27,16,978.181,0
2023-09-27,17,253.568,0
2023-09-27,18,13.152,206896.98
2023-09-27,19,0,465674.84
2023-09-27,20,0.04,488040.72
2023-09-27,21,29.642,397035.53
2023-09-27,22,16672.353,296065.75
2023-09-27,23,114637.653,155102.02
2023-09-28,1,247122.7,0
2023-09-28,2,332288.08,0
2023-09-28,3,481307.867,0
2023-09-28,4,597686.581,0
2023-09-28,5,651802.018,0
2023-09-28,6,682463.035,0
2023-09-28,7,551113.441,0
2023-09-28,8,587492.55,0
2023-09-28,9,815644.374,0
2023-09-28,10,675798.157,0
2023-09-28,11,487773.067,0
2023-09-28,12,145399.017,0
2023-09-28,13,33627.984,0
2023-09-28,14,6975.558,0
2023-09-28,15,1733.452,0
2023-09-28,16,1.64,2751.952
2023-09-28,17,1.26,53557.516
2023-09-28,18,6.48,216426.98
2023-09-28,19,0,439443.34
2023-09-28,20,2.34,482828.28
2023-09-28,21,14.935,495885.7
2023-09-28,22,16607.375,442855.72
2023-09-28,23,149229.666,371978.97
2023-09-29,1,405502.92,282866.97
2023-09-29,2,765236.17,0
2023-09-29,3,1009901.645,0
2023-09-29,4,1089139.916,0
2023-09-29,5,1037385.76,0
2023-09-29,6,1009477.117,0
2023-09-29,7,882518.343,0
2023-09-29,8,923433.446,0
2023-09-29,9,942048.561,0
2023-09-29,10,731450.925,0
2023-09-29,11,521087.023,0
2023-09-29,12,441029.713,0
2023-09-29,13,270749.242,198377.31
2023-09-29,14,49057.495,382957.72
2023-09-29,15,12564.503,629935.44
2023-09-29,16,488.342,578269.6
2023-09-29,17,9.504,466018.7
2023-09-29,18,2.376,366701.06
2023-09-29,19,8.64,280658.38
2023-09-29,20,0,205780.77
2023-09-29,21,80.971,178508.27
2023-09-29,22,33997.329,85149.32
2023-09-29,23,260527.196,0
2023-09-30,1,573249.577,0
2023-09-30,2,824209.105,0
2023-09-30,3,1038013.691,0
2023-09-30,4,1168208.007,0
2023-09-30,5,1208284.861,0
2023-09-30,6,1425805.134,0
2023-09-30,7,1360277.567,0
2023-09-30,8,1058167.504,0
2023-09-30,9,961984.476,0
2023-09-30,10,679820.445,0
2023-09-30,11,537876.777,0
2023-09-30,12,472017.876,0
2023-09-30,13,376936.387,0
2023-09-30,14,111031.661,0
2023-09-30,15,17819.618,0
2023-09-30,16,595.398,0
2023-09-30,17,97.2,0
2023-09-30,18,1.536,0
2023-09-30,19,9.36,0
2023-09-30,20,0,0
2023-09-30,21,80.756,88699.53
2023-09-30,22,37240.892,65780.625
2023-09-30,23,245968.487,0
2023-10-01,1,589489.342,0
2023-10-01,2,865857.59,96638.39
2023-10-01,3,975218.717,244765.72
2023-10-01,4,1028752.532,0
2023-10-01,5,979715.732,0
2023-10-01,6,1037989.949,0
2023-10-01,7,1123765.321,0
2023-10-01,8,1065949.646,0
2023-10-01,9,907325.919,0
2023-10-01,10,684049.05,0
2023-10-01,11,557150.912,0
2023-10-01,12,456055.882,0
2023-10-01,13,309870.705,0
2023-10-01,14,60258.052,0
2023-10-01,15,13990.797,386320.2
2023-10-01,16,1191.912,89362.79
2023-10-01,17,265.232,0
2023-10-01,18,0.096,0
2023-10-01,19,10.08,0
2023-10-01,20,0,0
2023-10-01,21,82.192,0
2023-10-01,22,29189.056,0
2023-10-01,23,262681.376,0
2023-10-02,1,631300.831,51109.117
2023-10-02,2,1002077.346,219864.27
2023-10-02,3,1213874.153,408945.03
2023-10-02,4,1386090.806,410267.06
2023-10-02,5,1527661.485,0
2023-10-02,6,1689787.999,0
2023-10-02,7,1620128.507,0
2023-10-02,8,1270168.126,0
2023-10-02,9,1020820.287,0
2023-10-02,10,756894.596,0
2023-10-02,11,552453.43,0
2023-10-02,12,445440.42,0
2023-10-02,13,394100.969,0
2023-10-02,14,159627.085,0
2023-10-02,15,21991.248,0
2023-10-02,16,896.076,0
2023-10-02,17,276.124,0
2023-10-02,18,1.68,0
2023-10-02,19,9.4,0
2023-10-02,20,0,14938.344
2023-10-02,21,66.225,169151.02
2023-10-02,22,30479.988,0
2023-10-02,23,273265.375,213404.36
2023-10-03,1,668680.646,170909.4
2023-10-03,2,1032326.133,70703.3
2023-10-03,3,1245192.767,86705.17
2023-10-03,4,1441854.777,5979.9
2023-10-03,5,1591894.396,0
2023-10-03,6,1792254.292,0
2023-10-03,7,1698608.621,0
2023-10-03,8,1452930.997,0
2023-10-03,9,1188242.359,0
2023-10-03,10,817743.947,0
2023-10-03,11,560102.058,0
2023-10-03,12,474068.704,0
2023-10-03,13,407300.446,0
2023-10-03,14,156852.638,0
2023-10-03,15,24173.628,0
2023-10-03,16,1321.643,0
2023-10-03,17,273.632,0
2023-10-03,18,2.304,0
2023-10-03,19,8.76,0
2023-10-03,20,0.024,0
2023-10-03,21,83.093,145638.69
2023-10-03,22,35072.248,179569.8
2023-10-03,23,288295.267,216719.81
2023-10-04,1,689499.405,326770.22
2023-10-04,2,1038255.994,415303.75
2023-10-04,3,1238056.286,502156.88
2023-10-04,4,1372162.36,482222.72
2023-10-04,5,1599559.88,295762.28
2023-10-04,6,1794566.869,94647.64
2023-10-04,7,1712518.008,0
2023-10-04,8,1438165.971,0
2023-10-04,9,1183752.067,0
2023-10-04,10,817890.805,0
2023-10-04,11,562256.278,0
2023-10-04,12,481105.415,0
2023-10-04,13,409554.812,0
2023-10-04,14,152870.395,0
2023-10-04,15,25482.399,0
2023-10-04,16,1272.69,0
2023-10-04,17,273,0
2023-10-04,18,12.312,0
2023-10-04,19,0.72,0
2023-10-04,20,0.184,0
2023-10-04,21,67.708,0
2023-10-04,22,30795.866,0
2023-10-04,23,278059.467,145429.19
2023-10-05,1,678427.866,323170.66
2023-10-05,2,1024794.19,350798.72
2023-10-05,3,1213317.984,325261.7
2023-10-05,4,1350415.928,314113.2
2023-10-05,5,1519199.181,247173.3
2023-10-05,6,1736105.798,100392.93
2023-10-05,7,1656786.546,63939.062
2023-10-05,8,1389162.106,0
2023-10-05,9,1118110.177,0
2023-10-05,10,778203.781,0
2023-10-05,11,553745.37,0
2023-10-05,12,481303.403,0
2023-10-05,13,394768.49,0
2023-10-05,14,123858.03,0
2023-10-05,15,23785.306,0
2023-10-05,16,968.656,0
2023-10-05,17,271.744,0
2023-10-05,18,13.032,0
2023-10-05,19,0,64347.812
2023-10-05,20,0,84472.69
2023-10-05,21,105.18,81654.03
2023-10-05,22,28251.542,81599.086
2023-10-05,23,273546.724,119527.195
2023-10-06,1,580008.886,0
2023-10-06,2,895937.429,172805.62
2023-10-06,3,982577.459,189331.75
2023-10-06,4,1063341.392,164017.16
2023-10-06,5,1100610.286,138480.97
2023-10-06,6,1345817.405,158825.34
2023-10-06,7,1473990.923,273626.1
2023-10-06,8,1165168.379,283385.1
2023-10-06,9,1015051.537,0
2023-10-06,10,732219.085,0
2023-10-06,11,560420.546,0
2023-10-06,12,476272.632,0
2023-10-06,13,389036.456,0
2023-10-06,14,119501.894,0
2023-10-06,15,19443.05,0
2023-10-06,16,747.096,0
2023-10-06,17,103.468,0
2023-10-06,18,13.032,0
2023-10-06,19,0.76,0
2023-10-06,20,0.72,359898.28
2023-10-06,21,50.882,351679.16
2023-10-06,22,21764.42,382408.38
2023-10-06,23,250338.08,340060.47
2023-10-07,1,635170.189,371986.25
2023-10-07,2,968791.393,288663.78
2023-10-07,3,1172611.378,133005.48
2023-10-07,4,1298131.934,60423.562
2023-10-07,5,1419602.754,226194.58
2023-10-07,6,1581872.612,295758.53
2023-10-07,7,1585272.601,274833.38
2023-10-07,8,1290209.149,324553.5
2023-10-07,9,980314.754,305109.53
2023-10-07,10,659392.689,0
2023-10-07,11,535253.716,0
2023-10-07,12,470228.142,0
2023-10-07,13,352425.942,0
2023-10-07,14,98526.308,0
2023-10-07,15,20965.003,0
2023-10-07,16,1154.578,0
2023-10-07,17,263.736,0
2023-10-07,18,13.056,0
2023-10-07,19,0,0
2023-10-07,20,0.04,0
2023-10-07,21,50.646,351819.6
2023-10-07,22,15971.738,0
2023-10-07,23,143904.433,0
2023-10-08,1,359890.723,0
2023-10-08,2,728158.6,0
2023-10-08,3,911631.343,0
2023-10-08,4,1032710.028,0
2023-10-08,5,918776.945,0
2023-10-08,6,839196.421,195034.97
2023-10-08,7,846157.905,328592.7
2023-10-08,8,831644.429,361610.22
2023-10-08,9,930275.603,432796.72
2023-10-08,10,690465.234,510910.94
2023-10-08,11,530005.412,0
2023-10-08,12,425814.361,0
2023-10-08,13,242000.435,0
2023-10-08,14,41572.135,0
2023-10-08,15,13153.193,0
2023-10-08,16,679.544,0
2023-10-08,17,55.512,0
2023-10-08,18,12.96,0
2023-10-08,19,0.04,0
2023-10-08,20,0,0
2023-10-08,21,42.714,0
2023-10-08,22,5001.766,155174.61
2023-10-08,23,92187.024,0
2023-10-09,1,217222.104,0
2023-10-09,2,313787.832,0
2023-10-09,3,300979.908,0
2023-10-09,4,305776.606,0
2023-10-09,5,339924.433,36578.66
2023-10-09,6,306419.536,267582
2023-10-09,7,314140.065,499389.56
2023-10-09,8,307823.404,603378.06
2023-10-09,9,512213.35,597534.2
2023-10-09,10,321354.207,538043.1
2023-10-09,11,94969.695,344107.4
2023-10-09,12,24919.601,0
2023-10-09,13,6785.8,0
2023-10-09,14,1390.925,0
2023-10-09,15,778.461,0
2023-10-09,16,0.181,0
2023-10-09,17,0.221,0
2023-10-09,18,0.422,0
2023-10-09,19,0.181,0
2023-10-09,20,0.422,0
2023-10-09,21,3.717,0
2023-10-09,22,5162.711,0
2023-10-09,23,90400.486,231951.73
2023-10-10,1,234204.073,0
2023-10-10,2,336503.674,0
2023-10-10,3,318446.146,0
2023-10-10,4,360533.518,261355.42
2023-10-10,5,349041.724,501825.88
2023-10-10,6,241283.226,456735.9
2023-10-10,7,188461.937,318805.78
2023-10-10,8,193981.594,277209.78
2023-10-10,9,387901.819,166880.81
2023-10-10,10,215154.39,226415.56
2023-10-10,11,75097.97,274763.66
2023-10-10,12,12593.787,362309.22
2023-10-10,13,4410.898,0
2023-10-10,14,1143.014,0
2023-10-10,15,726.591,0
2023-10-10,16,1.64,0
2023-10-10,17,0,0
2023-10-10,18,0.04,0
2023-10-10,19,0,0
2023-10-10,20,0,0
2023-10-10,21,30.871,0
2023-10-10,22,7498.097,0
2023-10-10,23,51491.731,0
2023-10-11,1,90605.024,329401.8
2023-10-11,2,191332.754,361504.3
2023-10-11,3,393895.767,329914.6
2023-10-11,4,768572.05,444034.7
2023-10-11,5,940820.454,528618
2023-10-11,6,931039.309,409701.34
2023-10-11,7,657710.683,161620.98
2023-10-11,8,442589.422,36057.15
2023-10-11,9,668677.346,124019.62
2023-10-11,10,591390.157,265387.16
2023-10-11,11,435097.27,354085.9
2023-10-11,12,255065.195,286601.25
2023-10-11,13,69656.025,257483.05
2023-10-11,14,18656.089,0
2023-10-11,15,5987.922,0
2023-10-11,16,42.235,0
2023-10-11,17,0,0
2023-10-11,18,9.4,0
2023-10-11,19,0,0
2023-10-11,20,0,0
2023-10-11,21,135.674,0
2023-10-11,22,6893.603,0
2023-10-11,23,105054.86,0
2023-10-12,1,283419.585,0
2023-10-12,2,505588.433,188602.11
2023-10-12,3,393629.902,67579.41
2023-10-12,4,200110.397,46443.023
2023-10-12,5,145782.078,60878.105
2023-10-12,6,55639.23,0
2023-10-12,7,26996.364,0
2023-10-12,8,97532.235,0
2023-10-12,9,591770.224,0
2023-10-12,10,291346.317,31127.975
2023-10-12,11,28101.753,272949.84
2023-10-12,12,3633.046,297131.88
2023-10-12,13,585.16,223810.7
2023-10-12,14,67.72,190214.84
2023-10-12,15,0.04,0
2023-10-12,16,0,0
2023-10-12,17,0,0
2023-10-12,18,0,0
2023-10-12,19,0.04,0
2023-10-12,20,0,0
2023-10-12,21,88.075,0
2023-10-12,22,19443.251,0
2023-10-12,23,142759.949,0
2023-10-13,1,405931.817,0
2023-10-13,2,628947.549,0
2023-10-13,3,655862.02,187813.48
2023-10-13,4,849618.359,152943.64
2023-10-13,5,982887.501,75744.336
2023-10-13,6,978259.766,32546.924
2023-10-13,7,917627.45,2283.245
2023-10-13,8,937334.674,0
2023-10-13,9,951898.246,0
2023-10-13,10,701900.687,0
2023-10-13,11,527698.934,259186.12
2023-10-13,12,433230.16,318140.34
2023-10-13,13,307635.333,291579
2023-10-13,14,75673.088,365032.62
2023-10-13,15,7075.144,310235.78
2023-10-13,16,30.465,0
2023-10-13,17,0.08,0
2023-10-13,18,19,0
2023-10-13,19,0,0
2023-10-13,20,0,0
2023-10-13,21,253.555,0
2023-10-13,22,17260.711,0
2023-10-13,23,229056.707,0
2023-10-14,1,615523.736,0
2023-10-14,2,900372.678,0
2023-10-14,3,1030922.487,0
2023-10-14,4,1152258.905,324028.28
2023-10-14,5,1330665.888,122984.77
2023-10-14,6,1512309.722,0
2023-10-14,7,1536288.392,0
2023-10-14,8,1303457.353,0
2023-10-14,9,1086467.299,111253.86
2023-10-14,10,729531.035,214863.72
2023-10-14,11,529828.846,131369.45
2023-10-14,12,467319.27,27272.236
2023-10-14,13,389822.845,137058.6
2023-10-14,14,128557.023,228655.98
2023-10-14,15,20423.516,211821.44
2023-10-14,16,1039.983,275628.97
2023-10-14,17,446.4,0
2023-10-14,18,73.96,0
2023-10-14,19,0,0
2023-10-14,20,0,0
2023-10-14,21,252.242,0
2023-10-14,22,21194.104,0
2023-10-14,23,215835.317,0
2023-10-15,1,389049.302,0
2023-10-15,2,526807.801,0
2023-10-15,3,591561.973,0
2023-10-15,4,708064.761,0
2023-10-15,5,881871.418,306652.75
2023-10-15,6,956145.509,371334.38
2023-10-15,7,1090758.169,372361.7
2023-10-15,8,1224325.522,396069.94
2023-10-15,9,978151.676,339925.34
2023-10-15,10,700102.425,294279.97
2023-10-15,11,535892.256,254670.27
2023-10-15,12,459172.339,88569.09
2023-10-15,13,224923.864,0
2023-10-15,14,48325.64,0
2023-10-15,15,12941.469,0
2023-10-15,16,766.604,0
2023-10-15,17,249.12,0
2023-10-15,18,11.52,0
2023-10-15,19,0,0
2023-10-15,20,0,0
2023-10-15,21,33.392,0
2023-10-15,22,3678.682,0
2023-10-15,23,50289.446,0
2023-10-16,1,122189.538,0
2023-10-16,2,165637.787,0
2023-10-16,3,160145.114,0
2023-10-16,4,148155.48,0
2023-10-16,5,137475.625,0
2023-10-16,6,144662.795,383311.06
2023-10-16,7,148266.46,224230.89
2023-10-16,8,142561.467,261810.98
2023-10-16,9,337068.167,215957.27
2023-10-16,10,78598.196,166738.53
2023-10-16,11,15534.465,167201.72
2023-10-16,12,4229.519,246997.05
2023-10-16,13,1007.82,271199.66
2023-10-16,14,143.473,318169.62
2023-10-16,15,300.38,412600.7
2023-10-16,16,0,386299.1
2023-10-16,17,0,407555.88
2023-10-16,18,0,338454.38
2023-10-16,19,0,0
2023-10-16,20,0,0
2023-10-16,21,65.135,0
2023-10-16,22,3083.258,0
2023-10-16,23,82070.428,0
2023-10-17,1,230077.421,0
2023-10-17,2,339408.065,0
2023-10-17,3,323816.938,0
2023-10-17,4,423947.7,0
2023-10-17,5,507704.431,0
2023-10-17,6,526340.325,0
2023-10-17,7,376959.966,217194.62
2023-10-17,8,378409.644,198946.78
2023-10-17,9,546804.511,150116.42
2023-10-17,10,354113.617,133242.12
2023-10-17,11,163215.192,68094.82
2023-10-17,12,36134.555,8576.286
2023-10-17,13,7666.909,4283.523
2023-10-17,14,1504.485,0
2023-10-17,15,572.872,0
2023-10-17,16,102.24,38639.07
2023-10-17,17,95.04,128924.516
2023-10-17,18,94.36,169462.81
2023-10-17,19,35.28,143365.08
2023-10-17,20,0,0
2023-10-17,21,214.88,0
2023-10-17,22,17961.541,0
2023-10-17,23,194847.172,0
2023-10-18,1,441010.475,0
2023-10-18,2,751150.915,0
2023-10-18,3,1045987.725,0
2023-10-18,4,1175039.983,0
2023-10-18,5,1107927.863,0
2023-10-18,6,1199177.754,0
2023-10-18,7,1310763.527,0
2023-10-18,8,1266945.81,71120.375
2023-10-18,9,1048806.141,54748.55
2023-10-18,10,699444.492,18843.74
2023-10-18,11,522388.736,0
2023-10-18,12,428166.679,0
2023-10-18,13,297501.423,0
2023-10-18,14,92567.557,0
2023-10-18,15,14002.554,0
2023-10-18,16,996.743,175273.72
2023-10-18,17,275.46,209982.25
2023-10-18,18,11.04,182575.66
2023-10-18,19,1.576,200026.1
2023-10-18,20,0,266663.12
2023-10-18,21,941.317,0
2023-10-18,22,19879.923,0
2023-10-18,23,164697.162,0
2023-10-19,1,419696.147,0
2023-10-19,2,866589.889,0
2023-10-19,3,871895.96,0
2023-10-19,4,785058.109,0
2023-10-19,5,687503.056,0
2023-10-19,6,761741.776,0
2023-10-19,7,744255.123,0
2023-10-19,8,718495.188,0
2023-10-19,9,746133.821,109662.67
2023-10-19,10,590102.981,22582.438
2023-10-19,11,516031.365,10753.566
2023-10-19,12,393052.061,0
2023-10-19,13,119038.325,0
2023-10-19,14,23532.338,0
2023-10-19,15,8626.627,61829.27
2023-10-19,16,223.6,129991.41
2023-10-19,17,0.144,143573.92
2023-10-19,18,10.12,57000.59
2023-10-19,19,0,0
2023-10-19,20,0,450278.97
2023-10-19,21,55.175,428495.38
2023-10-19,22,23519.547,0
2023-10-19,23,253354.467,0
2023-10-20,1,631796.949,0
2023-10-20,2,943523.181,0
2023-10-20,3,1081771.841,0
2023-10-20,4,1256335.166,0
2023-10-20,5,1475291.82,0
2023-10-20,6,1664604.11,0
2023-10-20,7,1618153.543,0
2023-10-20,8,1284532.192,0
2023-10-20,9,958717.665,0
2023-10-20,10,649051.663,557907.8
2023-10-20,11,517629.349,522752
2023-10-20,12,458547.876,375688.78
2023-10-20,13,350311.097,139188.5
2023-10-20,14,97062.883,22604.447
2023-10-20,15,26130.469,0
2023-10-20,16,914.9,0
2023-10-20,17,155.272,0
2023-10-20,18,10.896,0
2023-10-20,19,1.44,0
2023-10-20,20,0,0
2023-10-20,21,22.942,154206.05
2023-10-20,22,2613.352,251275.08
2023-10-20,23,91635.538,0
2023-10-21,1,252677.546,0
2023-10-21,2,394739.718,0
2023-10-21,3,479392.509,0
2023-10-21,4,566924.938,0
2023-10-21,5,685424.203,0
2023-10-21,6,752299.601,0
2023-10-21,7,696311.04,0
2023-10-21,8,768626.629,0
2023-10-21,9,707756.875,0
2023-10-21,10,537525.602,0
2023-10-21,11,437447.174,211714.9
2023-10-21,12,196203.507,228997.36
2023-10-21,13,58260.371,237532.23
2023-10-21,14,16054.005,217129.75
2023-10-21,15,4228.91,332468.47
2023-10-21,16,194.384,474206.56
2023-10-21,17,0.04,649897.1
2023-10-21,18,0,581663.5
2023-10-21,19,0,476305.75
2023-10-21,20,10.08,378204.75
2023-10-21,21,12.712,449724.16
2023-10-21,22,1207.596,421968.84
